Date Start,Date End,Service,Usage Type,Blended Cost,Unblended Cost,Usage Quantity,Unit
2023-09-21,2023-09-22,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.88,2.25,24.00,ACU-Hr
2023-09-21,2023-09-22,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,461505.00,IOs
2023-09-21,2023-09-22,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-21,2023-09-22,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,70.00,Requests
2023-09-21,2023-09-22,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,616.00,Requests
2023-09-21,2023-09-22,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.03,GB-Month
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-In-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-Out-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,168.39,Hrs
2023-09-21,2023-09-22,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Bytes,0.00,0.00,0.00,GB
2023-09-21,2023-09-22,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.48,0.37,48.00,Hrs
2023-09-22,2023-09-23,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.28,1.00,288.00,Hrs
2023-09-22,2023-09-23,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.91,2.27,72.00,Hrs
2023-09-22,2023-09-23,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-22,2023-09-23,Amazon Relational Database Service,Aurora:ServerlessV2Usage,4.02,3.14,33.54,ACU-Hr
2023-09-22,2023-09-23,Amazon Relational Database Service,Aurora:StorageIOUsage,0.17,0.14,868737.00,IOs
2023-09-22,2023-09-23,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.01,GB-Month
2023-09-22,2023-09-23,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,41.00,Requests
2023-09-22,2023-09-23,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,458.00,Requests
2023-09-22,2023-09-23,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.03,GB-Month
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-In-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-Out-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,185.67,Hrs
2023-09-22,2023-09-23,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Bytes,0.00,0.00,0.00,GB
2023-09-22,2023-09-23,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.48,0.37,48.00,Hrs
2023-09-23,2023-09-24,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.28,1.00,288.00,Hrs
2023-09-23,2023-09-24,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.91,2.27,72.00,Hrs
2023-09-23,2023-09-24,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-23,2023-09-24,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.88,2.25,24.00,ACU-Hr
2023-09-23,2023-09-24,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,450556.00,IOs
2023-09-23,2023-09-24,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.01,GB-Month
2023-09-23,2023-09-24,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,32.00,Requests
2023-09-23,2023-09-24,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,364.00,Requests
2023-09-23,2023-09-24,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.03,GB-Month
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-23,2023-09-24,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,168.00,Hrs
2023-09-23,2023-09-24,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.48,0.37,48.00,Hrs
2023-09-24,2023-09-25,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.29,1.00,289.34,Hrs
2023-09-24,2023-09-25,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.93,2.28,72.34,Hrs
2023-09-24,2023-09-25,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-24,2023-09-25,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.88,2.25,24.00,ACU-Hr
2023-09-24,2023-09-25,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,460558.00,IOs
2023-09-24,2023-09-25,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-24,2023-09-25,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,58.00,Requests
2023-09-24,2023-09-25,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,506.00,Requests
2023-09-24,2023-09-25,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.03,GB-Month
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-In-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Virtual Private Cloud,USE1-DataTransfer-xAZ-Out-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,168.66,Hrs
2023-09-24,2023-09-25,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Bytes,0.00,0.00,0.00,GB
2023-09-24,2023-09-25,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.48,0.37,48.00,Hrs
2023-09-25,2023-09-26,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.02,GB
2023-09-25,2023-09-26,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,0.60,0.47,134.57,Hrs
2023-09-25,2023-09-26,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,1.36,1.06,33.64,Hrs
2023-09-25,2023-09-26,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-25,2023-09-26,Amazon Relational Database Service,Aurora:ServerlessV2Usage,1.40,1.09,11.63,ACU-Hr
2023-09-25,2023-09-26,Amazon Relational Database Service,Aurora:StorageIOUsage,0.05,0.04,254110.00,IOs
2023-09-25,2023-09-26,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-25,2023-09-26,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,271.00,Requests
2023-09-25,2023-09-26,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,724.00,Requests
2023-09-25,2023-09-26,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.03,GB-Month
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-25,2023-09-26,Amazon Virtual Private Cloud,USE1-PublicIPv4:IdleAddress,0.00,0.00,0.05,Hrs
2023-09-25,2023-09-26,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,80.49,Hrs
2023-09-25,2023-09-26,Amazon Virtual Private Cloud,USE1-VpcEndpoint-Hours,0.30,0.23,30.00,Hrs
2023-09-26,2023-09-27,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.23,GB
2023-09-26,2023-09-27,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.44,1.12,323.53,Hrs
2023-09-26,2023-09-27,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,3.27,2.55,80.88,Hrs
2023-09-26,2023-09-27,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-26,2023-09-27,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.88,2.25,24.00,ACU-Hr
2023-09-26,2023-09-27,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,456957.00,IOs
2023-09-26,2023-09-27,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-26,2023-09-27,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,112.00,Requests
2023-09-26,2023-09-27,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,532.00,Requests
2023-09-26,2023-09-27,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.08,GB-Month
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-26,2023-09-27,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,179.42,Hrs
2023-09-27,2023-09-28,Amazon Elastic Container Service,DataTransfer-Regional-Bytes,0.00,0.00,0.07,GB
2023-09-27,2023-09-28,Amazon Elastic Container Service,USE1-Fargate-GB-Hours,1.20,0.93,268.89,Hrs
2023-09-27,2023-09-28,Amazon Elastic Container Service,USE1-Fargate-vCPU-Hours:perCPU,2.72,2.12,67.22,Hrs
2023-09-27,2023-09-28,Amazon Relational Database Service,Aurora:BackupUsage,0.00,0.00,0.00,GB-Month
2023-09-27,2023-09-28,Amazon Relational Database Service,Aurora:ServerlessV2Usage,2.83,2.21,23.59,ACU-Hr
2023-09-27,2023-09-28,Amazon Relational Database Service,Aurora:StorageIOUsage,0.09,0.07,459158.00,IOs
2023-09-27,2023-09-28,Amazon Relational Database Service,Aurora:StorageUsage,0.00,0.00,0.00,GB-Month
2023-09-27,2023-09-28,Amazon Relational Database Service,DataTransfer-In-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Relational Database Service,DataTransfer-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,Requests-Tier1,0.00,0.00,272.00,Requests
2023-09-27,2023-09-28,Amazon Simple Storage Service,Requests-Tier2,0.00,0.00,1212.00,Requests
2023-09-27,2023-09-28,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.00,0.00,0.09,GB-Month
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-APS1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-APS2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-CAN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-EUN1-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Simple Storage Service,USE1-USW2-AWS-Out-Bytes,0.00,0.00,0.00,GB
2023-09-27,2023-09-28,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress,0.00,0.00,138.72,Hrs
